epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6466666460037231,0.7539283037185669,0.001,0.7306002974510193,0.6057924032211304
1,0.7458823323249817,0.5522870421409607,0.001,0.6661786437034607,0.6697562336921692
2,0.7486274242401123,0.5243152976036072,0.001,0.7306002974510193,0.679113507270813
3,0.777647078037262,0.4942997395992279,0.001,0.7803806662559509,0.5062158703804016
4,0.791372537612915,0.45981526374816895,0.001,0.7730600237846375,0.5073201656341553
5,0.7898039221763611,0.45637747645378113,0.001,0.7335285544395447,0.5541452169418335
6,0.794901967048645,0.4569378197193146,0.001,0.7964860796928406,0.46604809165000916
7,0.7886274456977844,0.44674810767173767,0.001,0.8052708506584167,0.44185614585876465
8,0.8090196251869202,0.4227587878704071,0.001,0.7730600237846375,0.5549516677856445
9,0.8199999928474426,0.4265519082546234,0.001,0.7818447947502136,0.45273926854133606
10,0.8050980567932129,0.41908910870552063,0.001,0.8067349791526794,0.45078331232070923
11,0.8074510097503662,0.4241385757923126,0.001,0.7950219511985779,0.47249311208724976
12,0.8090196251869202,0.4121309518814087,0.001,0.7803806662559509,0.4916088283061981
13,0.8149019479751587,0.4136989116668701,0.001,0.784773051738739,0.4744322896003723
14,0.8419607877731323,0.35790470242500305,0.000100000005,0.8155197501182556,0.41808733344078064
15,0.8474509716033936,0.34526851773262024,0.000100000005,0.8096632361412048,0.42230430245399475
16,0.841568648815155,0.34825998544692993,0.000100000005,0.8052708506584167,0.44406089186668396
17,0.8482353091239929,0.3454791009426117,0.000100000005,0.8067349791526794,0.41974860429763794
18,0.8372548818588257,0.352223664522171,0.000100000005,0.803806722164154,0.4463660418987274
19,0.8423529267311096,0.3504282534122467,0.000100000005,0.8228403925895691,0.42173734307289124
20,0.8443137407302856,0.3459565341472626,0.000100000005,0.803806722164154,0.45041975378990173
