epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.656862735748291,0.7395439147949219,0.001,0.7701317667961121,0.5378288626670837
1,0.7431372404098511,0.5469135046005249,0.001,0.7379209399223328,0.603614091873169
2,0.7831372618675232,0.4930323660373688,0.001,0.7818447947502136,0.5138818025588989
3,0.7980391979217529,0.4510400891304016,0.001,0.7071742415428162,0.5734769105911255
4,0.7858823537826538,0.4543152451515198,0.001,0.7715958952903748,0.49376726150512695
5,0.7968627214431763,0.45666253566741943,0.001,0.7686676383018494,0.5146350264549255
6,0.8098039031028748,0.4391515851020813,0.001,0.784773051738739,0.47451353073120117
7,0.8043137192726135,0.412632554769516,0.001,0.7774524092674255,0.5110576748847961
8,0.8129411935806274,0.42441344261169434,0.001,0.8067349791526794,0.4266852140426636
9,0.820784330368042,0.3996538817882538,0.001,0.8096632361412048,0.42271295189857483
10,0.8082352876663208,0.3994629681110382,0.001,0.8067349791526794,0.43919986486434937
11,0.8262745141983032,0.38831788301467896,0.001,0.8125914931297302,0.4216447174549103
12,0.8215686082839966,0.39372435212135315,0.001,0.8067349791526794,0.4374108910560608
