epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5433163642883301,0.8840517401695251,0.001,0.5315068364143372,0.8130601048469543
1,0.5809486508369446,0.777772068977356,0.001,0.6000000238418579,0.7787001729011536
2,0.630733072757721,0.6888796091079712,0.001,0.6410958766937256,0.6513013243675232
3,0.6358290910720825,0.6381200551986694,0.001,0.6520547866821289,0.656327486038208
4,0.6440611481666565,0.6097487211227417,0.001,0.6547945141792297,0.6341779232025146
5,0.6632692813873291,0.5904770493507385,0.001,0.6547945141792297,0.6862385272979736
6,0.6605252623558044,0.5740956664085388,0.001,0.6739726066589355,0.5920473337173462
7,0.6781654357910156,0.5606244206428528,0.001,0.6616438627243042,0.6316770315170288
8,0.6820854544639587,0.5576887726783752,0.001,0.6876712441444397,0.5789811611175537
9,0.6820854544639587,0.545732319355011,0.001,0.6575342416763306,0.5782943964004517
10,0.6973735690116882,0.5457260608673096,0.001,0.6931506991386414,0.5986843109130859
11,0.6965895891189575,0.5322467684745789,0.001,0.6972602605819702,0.5728790163993835
12,0.7044296264648438,0.5170270800590515,0.001,0.7109588980674744,0.5352258682250977
13,0.7177577614784241,0.5245102047920227,0.001,0.7041096091270447,0.5691600441932678
14,0.7095257043838501,0.5330038666725159,0.001,0.682191789150238,0.6879046559333801
15,0.7208937406539917,0.4948616027832031,0.001,0.6698629856109619,0.6727064847946167
16,0.7248138189315796,0.5058915019035339,0.001,0.7630137205123901,0.49889522790908813
17,0.7393178939819336,0.4929187297821045,0.001,0.7630137205123901,0.4991792142391205
18,0.7483339905738831,0.4782199561595917,0.001,0.7438356280326843,0.5141440033912659
19,0.7459819912910461,0.5049515962600708,0.001,0.7602739930152893,0.5336412787437439
20,0.7620540857315063,0.4714263677597046,0.001,0.7589040994644165,0.5355956554412842
21,0.7369658946990967,0.539203405380249,0.001,0.7602739930152893,0.5241683125495911
22,0.7659741044044495,0.4648120701313019,0.000100000005,0.765753448009491,0.5061688423156738
23,0.7745981812477112,0.44560354948043823,0.000100000005,0.7575342655181885,0.5120565891265869
24,0.7879263162612915,0.43072274327278137,0.000100000005,0.749315083026886,0.5243112444877625
25,0.7973343729972839,0.424574077129364,0.000100000005,0.7520548105239868,0.5128265023231506
26,0.7840062975883484,0.4175465404987335,0.000100000005,0.7726027369499207,0.49804073572158813
27,0.7941983342170715,0.4228922426700592,0.000100000005,0.7534246444702148,0.5223287343978882
28,0.8063504695892334,0.40010741353034973,0.000100000005,0.7931506633758545,0.4561086893081665
29,0.7957663536071777,0.40594786405563354,0.000100000005,0.7630137205123901,0.5162678956985474
30,0.8004704117774963,0.40543124079704285,0.000100000005,0.7958903908729553,0.4673598110675812
31,0.8051744699478149,0.40326815843582153,0.000100000005,0.7753424644470215,0.4936557710170746
32,0.794982373714447,0.40158089995384216,0.000100000005,0.7630137205123901,0.5099321007728577
33,0.8083104491233826,0.3931925296783447,0.000100000005,0.7876712083816528,0.4653397798538208
34,0.8165425062179565,0.3810136914253235,1.0000001e-05,0.7767123579978943,0.4860016405582428
35,0.819678544998169,0.3860934376716614,1.0000001e-05,0.783561646938324,0.5009994506835938
36,0.8181105256080627,0.39168137311935425,1.0000001e-05,0.7712329030036926,0.479365736246109
37,0.8141905069351196,0.38845667243003845,1.0000001e-05,0.7602739930152893,0.4990469217300415
38,0.8169345259666443,0.3846593499183655,1.0000001e-05,0.7739726305007935,0.48329970240592957
