Filename,Frente+Umida,Fundo+Intermediaria,Meio+Seca,camendoim6sCenL1
frame06441.png,0.10863569,0.26692954,0.16336294,0.46107182
frame06451.png,0.108701296,0.26722598,0.16355714,0.46051556
frame06501.png,0.1082528,0.2673837,0.16301924,0.46134427
frame06561.png,0.10617328,0.25803137,0.1609865,0.47480887
frame06791.png,0.10879018,0.27232525,0.16554701,0.4533376
frame06801.png,0.108663425,0.27199522,0.16542658,0.45391485
frame06831.png,0.10667888,0.26179433,0.16036491,0.47116184
frame06841.png,0.10659532,0.26148108,0.16024487,0.47167876
frame06871.png,0.10716474,0.25810367,0.1599056,0.47482604
frame06891.png,0.10727871,0.259976,0.16054162,0.47220364
frame06961.png,0.107431225,0.25757056,0.15985107,0.47514716
frame06991.png,0.10672623,0.25674,0.1600558,0.47647795
frame07081.png,0.10335795,0.24758226,0.15708351,0.49197635
frame07131.png,0.10450961,0.25819618,0.15923722,0.47805703
frame07161.png,0.10370705,0.25590977,0.15832607,0.4820571
frame07181.png,0.10346475,0.2545898,0.15779659,0.48414892
frame07191.png,0.10363979,0.254737,0.15794367,0.48367953
frame07291.png,0.10455758,0.2479712,0.15671161,0.4907596
frame07301.png,0.10472395,0.24751702,0.15655018,0.49120888
frame07391.png,0.10275075,0.24635233,0.15503909,0.49585786
frame07431.png,0.10086537,0.23967996,0.15292737,0.5065273
frame07441.png,0.10111261,0.24031053,0.15311767,0.5054592
frame07481.png,0.1025261,0.24987987,0.15626428,0.49132973
frame07501.png,0.102541514,0.24980095,0.15610345,0.4915541
frame07511.png,0.102607824,0.25037435,0.15642695,0.49059084
frame07591.png,0.10072262,0.23794945,0.15313432,0.5081936
frame07741.png,0.10089407,0.24379763,0.15517613,0.50013214
frame07801.png,0.100748666,0.24310088,0.1547099,0.5014406
frame07811.png,0.10069246,0.24315782,0.15467551,0.5014742
frame07851.png,0.1030356,0.25360134,0.15869395,0.4846691
frame07931.png,0.10395134,0.24753878,0.15933731,0.48917258
frame07951.png,0.104114264,0.24799448,0.1595825,0.4883088
frame08051.png,0.103792444,0.2526768,0.15923941,0.4842914
frame08071.png,0.103961065,0.25319067,0.15944454,0.4834037
frame08091.png,0.104432404,0.25196704,0.15920243,0.48439807
frame08181.png,0.1046463,0.25358316,0.1590709,0.48269957
frame08211.png,0.10478947,0.25368017,0.15916912,0.4823613
frame08221.png,0.10467525,0.2534614,0.1590664,0.48279703
frame08281.png,0.103219815,0.2472455,0.15563536,0.49389932
frame08311.png,0.10344022,0.24787146,0.15585624,0.49283206
frame08351.png,0.10359073,0.24821416,0.15598166,0.49221346
frame08361.png,0.103553936,0.24762006,0.15576236,0.49306363
frame08371.png,0.10352821,0.24776563,0.15579922,0.4929069
frame08381.png,0.10348084,0.24786173,0.15579918,0.49285823
frame08401.png,0.10282957,0.2426669,0.15468735,0.49981618
