epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5121568441390991,1.0538780689239502,0.001,0.6544656157493591,0.7448974847793579
1,0.5925490260124207,0.812803328037262,0.001,0.7291361689567566,0.6309352517127991
2,0.613725483417511,0.7817288041114807,0.001,0.7144948840141296,0.6352231502532959
3,0.6188235282897949,0.7448124289512634,0.001,0.7203513979911804,0.5704006552696228
4,0.6337254643440247,0.7254823446273804,0.001,0.6822840571403503,0.5947871804237366
5,0.6454901695251465,0.7131440043449402,0.001,0.7262079119682312,0.5981760621070862
6,0.6282352805137634,0.7284060120582581,0.001,0.7203513979911804,0.5744514465332031
7,0.6392157077789307,0.697173535823822,0.001,0.69838947057724,0.5813395977020264
8,0.6399999856948853,0.7000994086265564,0.001,0.7393850684165955,0.5568211078643799
9,0.658823549747467,0.6827747225761414,0.001,0.7408491969108582,0.586199939250946
10,0.6513725519180298,0.6731140613555908,0.001,0.7613469958305359,0.5673616528511047
11,0.660392165184021,0.6849245429039001,0.001,0.765739381313324,0.5267388820648193
12,0.660392165184021,0.6769837141036987,0.001,0.7628111243247986,0.5334432125091553
13,0.6549019813537598,0.6569800972938538,0.001,0.7569546103477478,0.5495992302894592
14,0.6627451181411743,0.6629114151000977,0.001,0.7745241522789001,0.5244146585464478
15,0.6694117784500122,0.6727992296218872,0.001,0.7584187388420105,0.52686607837677
16,0.6752941012382507,0.6545330882072449,0.001,0.7525622248649597,0.5239180326461792
17,0.6725490093231201,0.642406165599823,0.001,0.7437774538993835,0.526456356048584
18,0.656862735748291,0.6604435443878174,0.001,0.7598828673362732,0.5170311331748962
19,0.6835294365882874,0.641741156578064,0.001,0.7379209399223328,0.5455683469772339
20,0.6850980520248413,0.6360477209091187,0.001,0.765739381313324,0.4971556067466736
21,0.6847058534622192,0.6519976258277893,0.001,0.7598828673362732,0.5096471905708313
22,0.6835294365882874,0.6493732333183289,0.001,0.7584187388420105,0.5060948729515076
23,0.6886274218559265,0.6355637311935425,0.001,0.7306002974510193,0.538227915763855
24,0.6796078681945801,0.6398876309394836,0.001,0.7686676383018494,0.522476851940155
25,0.6901960968971252,0.6354638934135437,0.001,0.7364568114280701,0.5562721490859985
26,0.6831372380256653,0.6321938633918762,0.001,0.7774524092674255,0.48985427618026733
27,0.6878431439399719,0.6201189160346985,0.001,0.7584187388420105,0.5045104622840881
28,0.6831372380256653,0.6400782465934753,0.001,0.7613469958305359,0.5130051970481873
29,0.7054901719093323,0.5912781953811646,0.001,0.6969253420829773,0.6265509724617004
30,0.6835294365882874,0.6355469226837158,0.001,0.7701317667961121,0.5027603507041931
31,0.6882352828979492,0.6131420731544495,0.001,0.7408491969108582,0.5128279328346252
32,0.7019608020782471,0.6056952476501465,0.001,0.7774524092674255,0.5055609941482544
33,0.6929411888122559,0.6249021887779236,0.001,0.7232796549797058,0.5570969581604004
34,0.6921568512916565,0.6253700256347656,0.001,0.6778916716575623,0.5884819626808167
35,0.699999988079071,0.5819073915481567,0.000100000005,0.7525622248649597,0.5142184495925903
36,0.7188235521316528,0.5846554040908813,0.000100000005,0.7584187388420105,0.5041456818580627
37,0.7145097851753235,0.572333574295044,0.000100000005,0.7525622248649597,0.5061938166618347
38,0.722352921962738,0.5789241194725037,0.000100000005,0.7423133254051208,0.5076962113380432
39,0.722352921962738,0.5823973417282104,0.000100000005,0.7496339678764343,0.5033420324325562
40,0.7098039388656616,0.5910863280296326,0.000100000005,0.7598828673362732,0.49462631344795227
41,0.7141176462173462,0.5692163705825806,0.000100000005,0.7569546103477478,0.49848639965057373
42,0.7207843065261841,0.5726961493492126,0.000100000005,0.7598828673362732,0.49579057097435
43,0.7290195822715759,0.5516037344932556,1.0000001e-05,0.7598828673362732,0.495662122964859
44,0.7317647337913513,0.5590400099754333,1.0000001e-05,0.7598828673362732,0.4967995882034302
45,0.7211764454841614,0.5719696879386902,1.0000001e-05,0.7569546103477478,0.4982021749019623
46,0.7196078300476074,0.5604983568191528,1.0000001e-05,0.7584187388420105,0.4966420829296112
