Filename,Frente+Umida,Fundo+Intermediaria,Meio+Seca,camendoim6sCenL1
frame09191.png,0.19445896,0.23860535,0.21541846,0.35151723
frame09401.png,0.20062774,0.24508283,0.22622295,0.32806644
frame09431.png,0.20650165,0.2518401,0.2374159,0.3042423
frame09441.png,0.20582661,0.25097954,0.23596846,0.30722538
frame09471.png,0.19864497,0.24342944,0.22243397,0.33549163
frame09531.png,0.20130451,0.24594308,0.22727686,0.3254755
frame09551.png,0.20205036,0.24661791,0.2284815,0.32285023
frame09651.png,0.20041092,0.24461423,0.22571461,0.3292603
frame09731.png,0.20100293,0.247526,0.22891729,0.3225538
frame09761.png,0.2014518,0.25001904,0.23256524,0.31596392
frame09821.png,0.2028836,0.25047502,0.23326889,0.31337243
frame09931.png,0.19476208,0.24230258,0.21976775,0.34316757
frame09951.png,0.19089186,0.2380396,0.21369629,0.35737222
frame09971.png,0.19128552,0.24073827,0.21661748,0.3513587
frame10041.png,0.19315208,0.24024747,0.21681713,0.34978336
frame10101.png,0.1930451,0.23984201,0.21648294,0.35062993
frame10131.png,0.19343123,0.23991309,0.21671924,0.34993643
frame10151.png,0.1934307,0.24026932,0.21709032,0.3492097
frame10161.png,0.1929703,0.23934184,0.2159068,0.35178104
frame10211.png,0.19323727,0.23963577,0.21615323,0.35097376
frame10261.png,0.19351317,0.24019806,0.21705371,0.3492351
frame10271.png,0.19341798,0.23986557,0.21659207,0.3501244
frame10281.png,0.19363084,0.24050292,0.21740584,0.34846032
frame10331.png,0.19362952,0.23992382,0.21680169,0.3496449
