epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5361584424972534,3.8992881774902344,0.001,0.21440261602401733,7.021549701690674
1,0.5707047581672668,1.457695484161377,0.001,0.28477904200553894,3.155219554901123
2,0.5978811383247375,0.9686568975448608,0.001,0.5842880606651306,1.0302870273590088
3,0.6011054515838623,0.8516492247581482,0.001,0.551554799079895,0.9408864974975586
4,0.6278212666511536,0.8323631286621094,0.001,0.6890343427658081,0.6161078214645386
5,0.6503915190696716,0.7380341291427612,0.001,0.6841244101524353,0.7057444453239441
6,0.6393367052078247,0.7571379542350769,0.001,0.7381342053413391,0.5944578051567078
7,0.6821740865707397,0.7159754037857056,0.001,0.7054010033607483,0.6723319292068481
8,0.6688162088394165,0.6975817084312439,0.001,0.6153846383094788,0.9444553852081299
9,0.6918470859527588,0.6846065521240234,0.001,0.5679214596748352,0.8646223545074463
10,0.692307710647583,0.6692229509353638,0.001,0.7643207907676697,0.5371959209442139
11,0.6969138383865356,0.6825911998748779,0.001,0.7545008063316345,0.5714195370674133
12,0.6821740865707397,0.7210995554924011,0.001,0.7250409126281738,0.6639944314956665
13,0.7079686522483826,0.6742373108863831,0.001,0.707037627696991,0.6491444706916809
14,0.7227084040641785,0.6134876608848572,0.001,0.6350245475769043,0.7786292433738708
15,0.725932776927948,0.6431050300598145,0.001,0.7446808218955994,0.6009433269500732
16,0.7397512793540955,0.5958353281021118,0.001,0.7332242131233215,0.6342061161994934
17,0.7558728456497192,0.5781710147857666,0.001,0.6988543272018433,0.5816720724105835
18,0.7646245956420898,0.5562698841094971,0.001,0.8101472854614258,0.4305301010608673
19,0.7480424046516418,0.5762925744056702,0.001,0.7086743116378784,0.6901577711105347
20,0.7577153444290161,0.5645476579666138,0.001,0.8297872543334961,0.39538195729255676
21,0.7632427215576172,0.5305115580558777,0.001,0.7725040912628174,0.49650025367736816
22,0.7885767221450806,0.4933678209781647,0.001,0.6808510422706604,0.7601149678230286
23,0.768770158290863,0.5418402552604675,0.001,0.7839607000350952,0.5280538201332092
24,0.7784430980682373,0.50838702917099,0.001,0.8412438631057739,0.40363019704818726
25,0.7848917841911316,0.49392110109329224,0.001,0.6464811563491821,1.1089314222335815
26,0.7752187848091125,0.5144867300987244,0.001,0.8592471480369568,0.3388063311576843
27,0.7789037227630615,0.5260605812072754,0.001,0.734860897064209,0.6235994100570679
28,0.8148318529129028,0.4586502015590668,0.001,0.8608837723731995,0.3626452684402466
29,0.7973284125328064,0.48380905389785767,0.001,0.7659574747085571,0.5797011256217957
30,0.785352349281311,0.4977894723415375,0.001,0.692307710647583,0.7015215754508972
31,0.7977890372276306,0.48220208287239075,0.001,0.7921440005302429,0.48616236448287964
32,0.8042376637458801,0.4736342132091522,0.001,0.7954173684120178,0.5179445147514343
33,0.8074619770050049,0.4488871693611145,0.001,0.8379705548286438,0.37157389521598816
34,0.8010133504867554,0.4741506576538086,0.001,0.8281505703926086,0.4291989207267761
35,0.8378627300262451,0.3925933241844177,0.000100000005,0.8690671324729919,0.3090805411338806
36,0.8406264185905457,0.37108471989631653,0.000100000005,0.865793764591217,0.30907246470451355
37,0.8475356698036194,0.3481918275356293,0.000100000005,0.8707037568092346,0.3045966923236847
38,0.8502994179725647,0.3473404049873352,0.000100000005,0.8854337334632874,0.28212934732437134
39,0.8484569191932678,0.3466973602771759,0.000100000005,0.8821603655815125,0.27487608790397644
40,0.8654997944831848,0.33047717809677124,0.000100000005,0.8805237412452698,0.2862582206726074
41,0.8608936071395874,0.3361451327800751,0.000100000005,0.8821603655815125,0.2719361484050751
42,0.859972357749939,0.3396398723125458,0.000100000005,0.8772504329681396,0.287036269903183
43,0.8572086691856384,0.33254820108413696,0.000100000005,0.8788870573043823,0.29767054319381714
44,0.8687241077423096,0.31050121784210205,0.000100000005,0.8887070417404175,0.2965109050273895
45,0.8659603595733643,0.3310530185699463,0.000100000005,0.9001636505126953,0.2569299638271332
46,0.8673422336578369,0.3241938352584839,0.000100000005,0.8887070417404175,0.2791126072406769
47,0.85628741979599,0.3310220241546631,0.000100000005,0.8772504329681396,0.30851754546165466
48,0.8627360463142395,0.3286617398262024,0.000100000005,0.9001636505126953,0.25675061345100403
49,0.8751727342605591,0.300420880317688,0.000100000005,0.8887070417404175,0.2698618471622467
