Filename,Frente+Umida,Fundo+Intermediaria,Meio+Seca,camendoim6sCenL1
frame00031.png,0.14133759,0.21962814,0.19731429,0.44171998
frame00061.png,0.1413845,0.21969207,0.19737199,0.44155142
frame00111.png,0.1414242,0.21973854,0.19741452,0.4414227
frame00121.png,0.14142568,0.21972713,0.19740514,0.441442
frame00161.png,0.14136864,0.21965788,0.19734418,0.44162935
frame00171.png,0.1413731,0.2196532,0.19734098,0.4416327
frame00201.png,0.14142303,0.21974473,0.1974183,0.44141388
frame00291.png,0.14156292,0.22006801,0.19767241,0.44069657
frame00431.png,0.14148057,0.22006845,0.19765662,0.44079438
frame00491.png,0.1410778,0.21913096,0.19690643,0.44288477
frame00521.png,0.1411785,0.21925089,0.19701828,0.44255236
frame00561.png,0.14126098,0.21971948,0.19737263,0.4416469
frame00571.png,0.14128381,0.21976636,0.19741184,0.44153795
frame00581.png,0.14129864,0.21980326,0.19744131,0.4414568
frame00611.png,0.14129844,0.21980904,0.19744475,0.44144773
frame00691.png,0.1411807,0.21955782,0.19723347,0.44202802
frame00751.png,0.14141677,0.2197124,0.19741143,0.4414594
frame00811.png,0.14130697,0.21954452,0.19724995,0.4418985
frame00821.png,0.14131819,0.21956183,0.19726454,0.44185546
frame00941.png,0.14115396,0.21929273,0.19702964,0.4425237
frame00951.png,0.14117794,0.21929762,0.1970401,0.44248438
frame00981.png,0.1410914,0.2191437,0.19690554,0.44285938
frame01011.png,0.14134267,0.21966375,0.19733827,0.44165537
frame01141.png,0.1410544,0.2191172,0.1968711,0.44295728
frame01161.png,0.14067765,0.21817409,0.19611081,0.4450375
frame01171.png,0.14072934,0.21829563,0.19620754,0.44476756
frame01261.png,0.14156811,0.21996175,0.19761911,0.44085103
frame01281.png,0.14143893,0.21966487,0.1973554,0.44154078
frame01471.png,0.14120811,0.21895058,0.19679226,0.44304904
frame01481.png,0.14118882,0.21890812,0.19675837,0.4431447
frame01501.png,0.14163662,0.22005281,0.19768733,0.44062328
frame01561.png,0.14136572,0.21965976,0.19732928,0.44164523
frame01761.png,0.14150211,0.21967074,0.197381,0.44144621
frame01901.png,0.14137603,0.21937579,0.19713028,0.44211784
frame01961.png,0.14152236,0.21950258,0.1972774,0.44169763
frame01971.png,0.14153925,0.21952927,0.19730031,0.44163117
frame02011.png,0.14161168,0.21981941,0.19751494,0.44105405
frame02051.png,0.14132063,0.2191068,0.19692966,0.44264287
frame02101.png,0.1418871,0.22027731,0.19791219,0.43992335
frame02141.png,0.14149058,0.21944691,0.19721141,0.44185108
frame02241.png,0.14156894,0.21978508,0.19748123,0.44116473
frame02321.png,0.14175396,0.22024569,0.1978437,0.44015664
frame02351.png,0.14201336,0.22073793,0.19825439,0.43899426
frame02381.png,0.1415691,0.21991144,0.1975686,0.44095087
frame02431.png,0.14160219,0.22011694,0.1977129,0.44056797
frame02451.png,0.14163476,0.22016063,0.19776088,0.4404437
frame02481.png,0.14136513,0.21962027,0.19730037,0.44171423
frame02561.png,0.14146416,0.21985485,0.19750728,0.44117373
frame02651.png,0.14115542,0.21904165,0.19684689,0.44295606
frame02701.png,0.14149737,0.21951506,0.19726795,0.44171965
frame02841.png,0.1416286,0.21995059,0.19761224,0.4408086
frame02951.png,0.14185424,0.22036785,0.19796215,0.43981576
frame03031.png,0.14213943,0.22083975,0.19836797,0.43865287
frame03081.png,0.14177518,0.22006084,0.19772805,0.44043595
frame03131.png,0.14166099,0.21997003,0.19763519,0.44073376
frame03251.png,0.14165933,0.2200416,0.19768348,0.44061553
frame03261.png,0.14162415,0.21998246,0.19762938,0.44076398
frame03271.png,0.14151512,0.21966273,0.19738507,0.441437
frame03311.png,0.14168626,0.2204012,0.19793925,0.43997332
frame03361.png,0.14166,0.21995439,0.19762166,0.44076398
frame03431.png,0.14148459,0.21976052,0.1974449,0.44131
frame03561.png,0.14160672,0.219688,0.19741991,0.44128537
