Filename,Frente+Umida,Fundo+Intermediaria,Meio+Seca,camendoim6sCenL1
frame10331.png,0.07383407,0.14807336,0.09767441,0.6804181
frame00031.png,0.06697786,0.13957992,0.090335034,0.70310724
frame00061.png,0.06757042,0.14033265,0.09097687,0.70112
frame00111.png,0.068979904,0.14210859,0.09249774,0.69641376
frame00121.png,0.068077415,0.14097382,0.09152486,0.6994239
frame00161.png,0.0679371,0.14079662,0.09137331,0.699893
frame00171.png,0.068048745,0.14093763,0.09149392,0.6995197
frame00201.png,0.06859774,0.14162908,0.092086166,0.697687
frame00291.png,0.07075335,0.14431466,0.09439988,0.69053215
frame00431.png,0.06970552,0.14301504,0.09327753,0.6940019
frame00491.png,0.0690625,0.14221206,0.092586614,0.6961388
frame00521.png,0.068609655,0.14164406,0.09209902,0.6976473
frame00561.png,0.072538376,0.1465037,0.096301734,0.6846562
frame00571.png,0.07257828,0.14655231,0.09634411,0.68452525
frame00581.png,0.072544314,0.14651096,0.096308045,0.68463665
frame00611.png,0.07261172,0.146593,0.09637961,0.6844157
frame00691.png,0.0764517,0.1511961,0.10042783,0.6719244
frame00751.png,0.07432867,0.14866833,0.09819669,0.67880636
frame00811.png,0.07120354,0.14486969,0.094880715,0.6890461
frame00821.png,0.07135016,0.14505,0.09503713,0.6885627
frame00941.png,0.06893738,0.14205536,0.092452,0.69655526
frame00951.png,0.06898641,0.14211676,0.09250473,0.6963921
frame00981.png,0.06877489,0.14185157,0.092277035,0.69709647
frame01011.png,0.06717684,0.13983311,0.09055075,0.70243937
frame01141.png,0.06533103,0.13746862,0.08854358,0.7086567
frame01161.png,0.0662684,0.1386739,0.08956469,0.705493
frame01171.png,0.06623729,0.13863406,0.089530855,0.7055979
frame01261.png,0.07710563,0.15196633,0.101111636,0.66981643
frame01281.png,0.07111293,0.14475812,0.094784014,0.689345
frame01471.png,0.0705172,0.14402272,0.09414732,0.6913127
frame01481.png,0.0706152,0.14414391,0.09425215,0.6909887
frame01501.png,0.07501355,0.14948837,0.09891831,0.6765798
frame01561.png,0.072450995,0.1463973,0.09620893,0.6849428
frame01761.png,0.07010461,0.14351133,0.09370554,0.6926785
frame01901.png,0.07078239,0.14435053,0.09443089,0.6904362
frame01961.png,0.070959054,0.1445685,0.09461967,0.6898528
frame01971.png,0.0708649,0.14445238,0.094519086,0.6901637
frame02011.png,0.0712976,0.14498541,0.09498108,0.68873596
frame02051.png,0.07290322,0.14694734,0.096688926,0.6834605
frame02101.png,0.074578464,0.14896792,0.09846006,0.6779936
frame02141.png,0.07115623,0.14481144,0.09483022,0.6892021
frame02241.png,0.072293445,0.14620519,0.09604152,0.6854599
frame02321.png,0.07165281,0.14542158,0.095359765,0.6875659
frame02351.png,0.07183845,0.14564908,0.09555751,0.6869549
frame02381.png,0.069990404,0.14336945,0.09358312,0.69305706
frame02431.png,0.069484994,0.14274013,0.093040764,0.69473416
frame02451.png,0.06842064,0.14140639,0.09189525,0.69827765
frame02481.png,0.07099869,0.1446174,0.09466202,0.68972194
frame02561.png,0.06606651,0.13841508,0.08934507,0.70617336
frame02651.png,0.06877562,0.14185247,0.0922778,0.697094
frame02701.png,0.07079621,0.14436759,0.094445676,0.6903905
frame02841.png,0.07291285,0.14695902,0.09669913,0.68342906
frame02951.png,0.076545246,0.15130654,0.10052576,0.6716225
frame03031.png,0.077404425,0.15231694,0.10142352,0.6688551
frame03081.png,0.07714318,0.15201046,0.10115084,0.6696955
frame03131.png,0.07066828,0.14420955,0.09430893,0.69081324
frame03251.png,0.07341707,0.14756994,0.09723334,0.6817796
frame03261.png,0.07358223,0.14776956,0.09740813,0.6812401
frame03271.png,0.07378476,0.14801393,0.0976223,0.680579
frame03311.png,0.07117006,0.14482848,0.094845,0.6891565
frame03361.png,0.070318565,0.1437767,0.093934715,0.69197005
frame03431.png,0.071230404,0.14490272,0.09490939,0.68895745
